,fecha,latitud,longitud,url,titulo,tipo_propiedad,precio,moneda,m2,ambientes
739,2020_04_25,-34.621801,-58.440739,https://departamento.mercadolibre.com.ar/MLA-851149569-alquiler-caballito-dos-ambientes-frentepjunta-_JM,Alquiler Caballito Dos Ambientes Frente.p.junta,Departamento,17000.0,ARS,45,2
744,2020_04_25,-34.599011,-58.4932,https://departamento.mercadolibre.com.ar/MLA-851152797-departamento-2-amb-a-estrenar-balcon-terraza-_JM,"Departamento 2 Amb, A Estrenar. Balcón Terraza",Departamento,17000.0,ARS,48,2
746,2020_04_25,-34.6123721,-58.39044,https://departamento.mercadolibre.com.ar/MLA-851155150-2-amb-semipiso-fte-bcon-sol-vta-abta-soleado-_JM,2 Amb Semipiso Fte Bcon Sol Vta Abta Soleado,Departamento,15000.0,ARS,51,2
748,2020_04_25,-34.5805217,-58.4069688,https://departamento.mercadolibre.com.ar/MLA-851172852-departamento-palermo-chico-_JM,Departamento - Palermo Chico,Departamento,60000.0,ARS,50,2
749,2020_04_25,-34.5805217,-58.4069688,https://departamento.mercadolibre.com.ar/MLA-851172910-departamento-palermo-chico-_JM,Departamento - Palermo Chico,Departamento,700.0,USD,50,2
750,2020_04_25,-34.5805217,-58.4069688,https://departamento.mercadolibre.com.ar/MLA-851172911-departamento-palermo-chico-_JM,Departamento - Palermo Chico,Departamento,60000.0,ARS,50,2
751,2020_04_25,-34.5805217,-58.4069688,https://departamento.mercadolibre.com.ar/MLA-851174563-departamento-palermo-chico-_JM,Departamento - Palermo Chico,Departamento,700.0,USD,50,2
752,2020_04_25,-34.5992344,-58.3747818,https://departamento.mercadolibre.com.ar/MLA-851217862-departamentos-alquiler-centro-microcentro-_JM,Departamentos Alquiler Centro / Microcentro,Departamento,32000.0,ARS,40,2
753,2020_04_25,-34.5992344,-58.3747818,https://departamento.mercadolibre.com.ar/MLA-851217867-departamentos-alquiler-temporal-centro-microcentro-_JM,Departamentos Alquiler Temporal Centro / Microcentro,Departamento,34000.0,ARS,40,2
755,2020_04_25,-34.6046715,-58.502243,https://departamento.mercadolibre.com.ar/MLA-851233867-2-ambientes-con-balcon-al-fte-_JM,2 Ambientes Con Balcon Al Fte,Departamento,17000.0,ARS,45,2
757,2020_04_25,-34.6364784,-58.4916687,https://departamento.mercadolibre.com.ar/MLA-851234928-departamento-2-ambientes-_JM,Departamento 2 Ambientes,Departamento,15000.0,ARS,53,2
758,2020_04_25,-34.575738,-58.4237116,https://departamento.mercadolibre.com.ar/MLA-851241669-departamento-palermo-nuevo-_JM,Departamento - Palermo Nuevo,Departamento,25000.0,ARS,54,2
765,2020_04_25,-34.5525859,-58.4546612,https://departamento.mercadolibre.com.ar/MLA-851277584-departamentos-alquiler-belgrano-_JM,Departamentos Alquiler Belgrano,Departamento,15000.0,ARS,70,2
769,2020_04_25,-34.6185927,-58.3700948,https://departamento.mercadolibre.com.ar/MLA-851279494-san-telmo-2-ambientes-con-patio-alquiler-temporario-_JM,"San Telmo, 2 Ambientes Con Patio, Alquiler Temporario.",Departamento,19000.0,ARS,40,2
771,2020_04_25,-34.610304,-58.3833198,https://departamento.mercadolibre.com.ar/MLA-851291719-departamentos-alquiler-monserrat-_JM,Departamentos Alquiler Monserrat,Departamento,14900.0,ARS,46,2
772,2020_04_25,-34.5971048,-58.3891765,https://departamento.mercadolibre.com.ar/MLA-851292417-alquiler-temporario-en-recoleta-_JM,Alquiler Temporario En Recoleta,Departamento,54600.0,ARS,53,2
775,2020_04_25,-34.6239501,-58.4411655,https://departamento.mercadolibre.com.ar/MLA-851295291-semipiso-2-ambientes-amoblado-en-alquiler-caballito-_JM,Semipiso 2 Ambientes Amoblado En Alquiler - Caballito,Departamento,24000.0,ARS,49,2
779,2020_04_25,-34.615958,-58.431666,https://departamento.mercadolibre.com.ar/MLA-851309763-alquiler-2-ambientes-al-frente-con-balcon-puro-sol-caballito-_JM,Alquiler 2 Ambientes Al Frente Con Balcón Puro Sol - Caballito,Departamento,29000.0,ARS,45,2
780,2020_04_25,-34.5881929,-58.4388483,https://departamento.mercadolibre.com.ar/MLA-851310244-venta-de-2-ambientes-a-estrenar-en-edificio-de-gran-categoria-con-amenities-_JM,Venta De 2 Ambientes A Estrenar En Edificio De Gran Categoria Con Amenities!,Departamento,19040.0,ARS,52,2
782,2020_04_25,-34.631716,-58.427882,https://departamento.mercadolibre.com.ar/MLA-851321181-departamento-en-alquiler-ubicado-en-parque-chacabuco-capital-federal-_JM,"Departamento  En Alquiler Ubicado En Parque Chacabuco, Capital Federal",Departamento,15000.0,ARS,41.31,2
788,2020_04_25,-34.6003541,-58.4528727,https://departamento.mercadolibre.com.ar/MLA-851357749-departamentos-alquiler-villa-crespo-_JM,Departamentos Alquiler Villa Crespo,Departamento,22000.0,ARS,61,2
789,2020_04_25,-34.6325229,-58.4641704,https://departamento.mercadolibre.com.ar/MLA-851358666-2-amb-camarones-2800-semipiso-categoria-_JM,2 Amb Camarones 2800 Semipiso Categoria,Departamento,16500.0,ARS,45,2
792,2020_04_25,-34.621549,-58.446539,https://departamento.mercadolibre.com.ar/MLA-851372508-alquiler-depto-2-amb-apto-profesional-caballito-_JM,Alquiler-depto 2 Amb. Apto Profesional- Caballito,Departamento,16000.0,ARS,40,2
793,2020_04_25,-34.626534,-58.426216,https://departamento.mercadolibre.com.ar/MLA-851374786-alquiler-2-ambientes-en-boedo-_JM,Alquiler 2 Ambientes En Boedo,Departamento,17000.0,ARS,36,2
797,2020_04_25,-34.6846377,-58.4808614,https://departamento.mercadolibre.com.ar/MLA-851391084-departamentos-alquiler-villa-lugano-_JM,Departamentos Alquiler Villa Lugano,Departamento,22000.0,ARS,45,2
799,2020_04_25,-34.6476958,-58.4572341,https://departamento.mercadolibre.com.ar/MLA-851416809-departamento-dos-ambientes-a-la-calle-con-balcon-amueblado-_JM,Departamento Dos Ambientes A La Calle Con Balcón Amueblado,Departamento,15000.0,ARS,47,2
801,2020_04_25,-34.588083,-58.419945,https://departamento.mercadolibre.com.ar/MLA-851445956-2-ambientes-amoblado-con-amenities-en-palermo-soho-los-arcos-_JM,2 Ambientes Amoblado Con Amenities En Palermo Soho Los Arcos,Departamento,1200.0,USD,53,2
802,2020_04_25,-34.588083,-58.419945,https://departamento.mercadolibre.com.ar/MLA-851446669-2-ambientes-amoblado-con-amenities-en-palermo-soho-los-arcos-_JM,2 Ambientes Amoblado Con Amenities En Palermo Soho Los Arcos,Departamento,1200.0,USD,53,2
806,2020_04_25,-34.5676613,-58.4362679,https://departamento.mercadolibre.com.ar/MLA-851459946-exc-2-ambientes-amoblado-con-balcon-_JM,Exc 2 Ambientes Amoblado Con Balcón,Departamento,30000.0,ARS,49,2
807,2020_04_25,-34.594835,-58.392144,https://departamento.mercadolibre.com.ar/MLA-851463875-departamento-en-alquiler-temporal-en-recoleta-_JM,Departamento En Alquiler Temporal En Recoleta,Departamento,35000.0,ARS,45,2
809,2020_04_25,-34.5951687,-58.3920146,https://departamento.mercadolibre.com.ar/MLA-851465277-2-ambientes-rodriguez-pena-al-1100-_JM,2 Ambientes | Rodriguez Peña Al 1100,Departamento,22000.0,ARS,40,2
812,2020_04_25,-34.5953094,-58.3932747,https://departamento.mercadolibre.com.ar/MLA-851465290-2-ambientes-av-callao-al-1100-_JM,2 Ambientes | Av. Callao Al 1100,Departamento,20000.0,ARS,50,2
817,2020_04_25,-34.6185289,-58.361047,https://departamento.mercadolibre.com.ar/MLA-851465375-2-ambientes-rosario-penaloza-al-500-_JM,2 Ambientes | Rosario Peñaloza Al 500,Departamento,2700.0,USD,75,2
818,2020_04_25,-34.6206087,-58.3655003,https://departamento.mercadolibre.com.ar/MLA-851465384-2-ambientes-alicia-moreau-de-justo-al-1800-_JM,2 Ambientes | Alicia Moreau De Justo Al 1800,Departamento,1000.0,USD,52,2
819,2020_04_25,-34.6036678,-58.3635633,https://departamento.mercadolibre.com.ar/MLA-851465390-oportunidad-dos-ambientes-con-gran-vista-_JM,Oportunidad! Dos Ambientes Con Gran Vista!,Departamento,1500.0,USD,72,2
824,2020_04_25,-34.6045018,-58.3634794,https://departamento.mercadolibre.com.ar/MLA-851465418-2-ambientes-juana-manso-al-600-_JM,2 Ambientes | Juana Manso Al 600,Departamento,2650.0,USD,67,2
826,2020_04_25,-34.5990989,-58.3647157,https://departamento.mercadolibre.com.ar/MLA-851465422-2-ambientes-olga-cossettini-al-100-_JM,2 Ambientes | Olga Cossettini Al 100,Departamento,2650.0,USD,94,2
830,2020_04_25,-34.5883861,-58.4131828,https://departamento.mercadolibre.com.ar/MLA-851465457-2-ambientes-vidt-al-2000-_JM,2 Ambientes | Vidt Al 2000,Departamento,1100.0,USD,40,2
832,2020_04_25,-34.6004987,-58.3867505,https://departamento.mercadolibre.com.ar/MLA-851465472-2-ambientes-uruguay-al-700-_JM,2 Ambientes | Uruguay Al 700,Departamento,1500.0,USD,60,2
833,2020_04_25,-34.5821754,-58.4429014,https://departamento.mercadolibre.com.ar/MLA-851465495-2-ambientes-cabrera-al-6000-_JM,2 Ambientes | Cabrera Al 6000,Departamento,1100.0,USD,50,2
838,2020_04_25,-34.5888978,-58.3924884,https://departamento.mercadolibre.com.ar/MLA-851465811-2-ambientes-junin-al-1700-_JM,2 Ambientes | Junin Al 1700,Departamento,1800.0,USD,55,2
841,2020_04_25,-34.6166685,-58.3628315,https://departamento.mercadolibre.com.ar/MLA-851465862-2-ambientes-olga-cossettini-al-1600-_JM,2 Ambientes | Olga Cossettini Al 1600,Departamento,1600.0,USD,72,2
843,2020_04_25,-34.5994853,-58.3645525,https://departamento.mercadolibre.com.ar/MLA-851465887-2-ambientes-olga-cossettini-al-100-_JM,2 Ambientes | Olga Cossettini Al 100,Departamento,2400.0,USD,94,2
850,2020_04_25,-34.5939586,-58.3978934,https://departamento.mercadolibre.com.ar/MLA-851465958-2-ambientes-uriburu-al-1200-_JM,2 Ambientes | Uriburu Al 1200,Departamento,32000.0,ARS,55,2
851,2020_04_25,-34.5912553,-58.3945487,https://departamento.mercadolibre.com.ar/MLA-851465961-2-ambientes-pacheco-de-melo-al-1900-_JM,2 Ambientes | Pacheco De Melo Al 1900,Departamento,28000.0,ARS,36,2
853,2020_04_25,-34.611585,-58.3733755,https://departamento.mercadolibre.com.ar/MLA-851465976-2-ambientes-bolivar-al-300-_JM,2 Ambientes | Bolivar Al 300,Departamento,2136.0,USD,60,2
855,2020_04_25,-34.5890387,-58.4158951,https://departamento.mercadolibre.com.ar/MLA-851466004-2-ambientes-charcas-al-3600-_JM,2 Ambientes | Charcas Al 3600,Departamento,1500.0,USD,55,2
857,2020_04_25,-34.6246736,-58.3757618,https://departamento.mercadolibre.com.ar/MLA-851466046-2-ambientes-juan-de-garay-al-700-_JM,2 Ambientes | Juan De Garay Al 700,Departamento,1050.0,USD,50,2
859,2020_04_25,-34.6103054,-58.3629024,https://departamento.mercadolibre.com.ar/MLA-851466059-2-ambientes-juana-manso-al-1100-_JM,2 Ambientes | Juana Manso Al 1100,Departamento,1900.0,USD,65,2
860,2020_04_25,-34.5981915,-58.4085203,https://departamento.mercadolibre.com.ar/MLA-851466088-propiedad-reservada-2-ambientes-av-cordoba-al-2900-_JM,Propiedad Reservada 2 Ambientes | Av Cordoba Al 2900,Departamento,20000.0,ARS,75,2
863,2020_04_25,-34.5842475,-58.3992552,https://departamento.mercadolibre.com.ar/MLA-851466151-2-ambientes-pagano-al-2600-_JM,2 Ambientes | Pagano Al 2600,Departamento,1830.0,USD,52,2
866,2020_04_25,-34.5546147,-58.4394286,https://departamento.mercadolibre.com.ar/MLA-851466181-duplex-disponible-_JM,Duplex Disponible°,Departamento,25000.0,ARS,40,2
870,2020_04_25,-34.5988934,-58.3712098,https://departamento.mercadolibre.com.ar/MLA-851466219-departamento-en-alquiler-temporal-en-centro-microcentro-_JM,Departamento En Alquiler Temporal En Centro / Microcentro,Departamento,1000.0,USD,52,2
871,2020_04_25,-34.6046706,-58.3627293,https://departamento.mercadolibre.com.ar/MLA-851466227-dos-ambientes-impecable-en-torres-del-yacht-_JM,Dos Ambientes Impecable En Torres Del Yacht°,Departamento,2400.0,USD,72,2
874,2020_04_25,-34.6165605,-58.3617639,https://departamento.mercadolibre.com.ar/MLA-851466261-departamento-en-alquiler-temporal-en-buenos-aires-_JM,Departamento En Alquiler Temporal En Buenos Aires,Departamento,1500.0,USD,60,2
876,2020_04_25,-34.5836679,-58.4010869,https://departamento.mercadolibre.com.ar/MLA-851466348-departamento-en-alquiler-temporal-en-recoleta-_JM,Departamento En Alquiler Temporal En Recoleta,Departamento,1296.0,USD,44,2
877,2020_04_25,-34.5840729,-58.425163,https://departamento.mercadolibre.com.ar/MLA-851466366-departamento-en-alquiler-temporal-en-palermo-soho-_JM,Departamento En Alquiler Temporal En Palermo Soho,Departamento,1200.0,USD,45,2
880,2020_04_25,-34.5965014,-58.3742035,https://departamento.mercadolibre.com.ar/MLA-851466404-departamento-en-alquiler-temporal-en-plaza-san-martin-_JM,Departamento En Alquiler Temporal En Plaza San Martin,Departamento,18000.0,ARS,55,2
882,2020_04_25,-34.5969371,-58.4083677,https://departamento.mercadolibre.com.ar/MLA-851466412-2-ambientes-cabrera-al-2900-_JM,2 Ambientes | Cabrera Al 2900,Departamento,1350.0,USD,60,2
883,2020_04_25,-34.5658029,-58.4520726,https://departamento.mercadolibre.com.ar/MLA-851466466-duplex-disponible-en-belgrano-_JM,Duplex Disponible En Belgrano,Departamento,48000.0,ARS,90,2
884,2020_04_25,-34.5884204,-58.3918458,https://departamento.mercadolibre.com.ar/MLA-851466468-departamento-en-alquiler-temporal-en-recoleta-_JM,Departamento En Alquiler Temporal En Recoleta,Departamento,1400.0,USD,60,2
890,2020_04_25,-34.5875763,-58.3845706,https://departamento.mercadolibre.com.ar/MLA-851466528-2-ambientes-av-del-libertador-al-800-_JM,2 Ambientes | Av Del Libertador Al 800,Departamento,19500.0,ARS,48,2
891,2020_04_25,-34.5658029,-58.4520726,https://departamento.mercadolibre.com.ar/MLA-851466529-departamento-en-alquiler-temporal-en-belgrano-_JM,Departamento En Alquiler Temporal En Belgrano,Departamento,45000.0,ARS,75,2
893,2020_04_25,-34.6036844,-58.3815591,https://departamento.mercadolibre.com.ar/MLA-851466641-2-ambientes-juana-manso-torre-el-mirador-al-1100-_JM,2 Ambientes | Juana Manso - Torre El Mirador Al 1100,Departamento,2000.0,USD,72,2
894,2020_04_25,-34.586965,-58.4057915,https://departamento.mercadolibre.com.ar/MLA-851466668-dos-ambientes-pleno-recoleta-_JM,Dos Ambientes Pleno Recoleta!,Departamento,39000.0,ARS,53,2
897,2020_04_25,-34.6036678,-58.3635633,https://departamento.mercadolibre.com.ar/MLA-851466680-2-ambientes-juana-manso-al-500-_JM,2 Ambientes | Juana Manso Al 500,Departamento,2000.0,USD,72,2
900,2020_04_25,-34.5905996,-58.394629,https://departamento.mercadolibre.com.ar/MLA-851466695-2-ambientes-junin-al-1500-_JM,2 Ambientes | Junin Al 1500,Departamento,1400.0,USD,60,2
901,2020_04_25,-34.5994853,-58.3645525,https://departamento.mercadolibre.com.ar/MLA-851466702-2-ambientes-olga-cossettini-al-100-_JM,2 Ambientes | Olga Cossettini Al 100,Departamento,2640.0,USD,94,2
902,2020_04_25,-34.5994853,-58.3645525,https://departamento.mercadolibre.com.ar/MLA-851466712-2-ambientes-olga-cossettini-al-100-_JM,2 Ambientes | Olga Cossettini Al 100,Departamento,2375.0,USD,80,2
904,2020_04_25,-34.5990989,-58.3647157,https://departamento.mercadolibre.com.ar/MLA-851466739-2-ambientes-olga-cossettini-al-100-_JM,2 Ambientes | Olga Cossettini Al 100,Departamento,2640.0,USD,94,2
912,2020_04_25,-34.5956459,-58.384904,https://departamento.mercadolibre.com.ar/MLA-851466809-2-ambientes-av-santa-fe-al-1200-_JM,2 Ambientes | Av. Santa Fe Al 1200,Departamento,1500.0,USD,60,2
917,2020_04_25,-34.5829791,-58.4464379,https://departamento.mercadolibre.com.ar/MLA-851466856-2-ambientes-concepcion-arenal-al-3400-_JM,2 Ambientes | Concepcion Arenal Al 3400,Departamento,1300.0,USD,80,2
918,2020_04_25,-34.5956459,-58.384904,https://departamento.mercadolibre.com.ar/MLA-851466864-2-ambientes-santa-fe-al-1200-_JM,2 Ambientes | Santa Fe Al 1200,Departamento,1495.0,USD,60,2
924,2020_04_25,-34.5956429,-58.395208,https://departamento.mercadolibre.com.ar/MLA-851466940-2-ambientes-av-santa-fe-al-1900-_JM,2 Ambientes | Av. Santa Fe Al 1900,Departamento,1500.0,USD,82,2
926,2020_04_25,-34.5719191,-58.4328049,https://departamento.mercadolibre.com.ar/MLA-851466981-departamento-en-alquiler-temporal-en-las-canitas-_JM,Departamento En Alquiler Temporal En Las Cañitas,Departamento,1370.0,USD,60,2
927,2020_04_25,-34.578787,-58.406842,https://departamento.mercadolibre.com.ar/MLA-851467005-2-ambientes-av-del-libertador-al-2600-_JM,2 Ambientes | Av. Del Libertador  Al 2600,Departamento,48000.0,ARS,50,2
929,2020_04_25,-34.6165605,-58.3617639,https://departamento.mercadolibre.com.ar/MLA-851467050-2-ambientes-juana-manso-al-1600-_JM,2 Ambientes | Juana Manso Al 1600,Departamento,1000.0,USD,60,2
933,2020_04_25,-34.58612,-58.4242408,https://departamento.mercadolibre.com.ar/MLA-851467079-departamento-en-alquiler-temporal-en-palermo-soho-_JM,Departamento En Alquiler Temporal En Palermo Soho,Departamento,1700.0,USD,70,2
934,2020_04_25,-34.5779145,-58.4349962,https://departamento.mercadolibre.com.ar/MLA-851467111-departamento-en-alquiler-temporal-en-palermo-hollywood-_JM,Departamento En Alquiler Temporal En Palermo Hollywood,Departamento,1200.0,USD,45,2
935,2020_04_25,-34.5779145,-58.4349962,https://departamento.mercadolibre.com.ar/MLA-851467113-departamento-en-alquiler-temporal-en-palermo-hollywood-_JM,Departamento En Alquiler Temporal En Palermo Hollywood,Departamento,1000.0,USD,50,2
943,2020_04_25,-34.5917606,-58.3984267,https://departamento.mercadolibre.com.ar/MLA-851467230-departamento-en-alquiler-temporal-en-recoleta-_JM,Departamento En Alquiler Temporal En Recoleta,Departamento,28000.0,ARS,42,2
954,2020_04_25,-34.631766,-58.463209,https://departamento.mercadolibre.com.ar/MLA-851467418-2-ambientes-juan-b-alberdi-al-2500-_JM,2 Ambientes | Juan B. Alberdi Al 2500,Departamento,25000.0,ARS,47,2
957,2020_04_25,-34.5977521,-58.3795078,https://departamento.mercadolibre.com.ar/MLA-851467441-departamento-en-alquiler-temporal-en-retiro-_JM,Departamento En Alquiler Temporal En Retiro,Departamento,30000.0,ARS,45,2
959,2020_04_25,-34.5841993,-58.4048297,https://departamento.mercadolibre.com.ar/MLA-851467448-departamento-en-alquiler-temporal-en-recoleta-_JM,Departamento En Alquiler Temporal En Recoleta,Departamento,1400.0,USD,66,2
960,2020_04_25,-34.5722043,-58.4338494,https://departamento.mercadolibre.com.ar/MLA-851467481-2-ambientes-luis-maria-campos-al-400-_JM,2 Ambientes | Luis Maria Campos Al 400,Departamento,1200.0,USD,50,2
962,2020_04_25,-34.5912221,-58.379857,https://departamento.mercadolibre.com.ar/MLA-851467501-departamento-en-alquiler-temporal-en-retiro-_JM,Departamento En Alquiler Temporal En Retiro,Departamento,2000.0,USD,75,2
963,2020_04_25,-34.5809296,-58.4306005,https://departamento.mercadolibre.com.ar/MLA-851467507-dos-ambientes-impecable-disponible-septiembre-2019-_JM,Dos Ambientes Impecable Disponible Septiembre 2019!,Departamento,32000.0,ARS,68,2
964,2020_04_25,-34.5980874,-58.400915,https://departamento.mercadolibre.com.ar/MLA-851467519-departamento-en-alquiler-temporal-en-recoleta-_JM,Departamento En Alquiler Temporal En Recoleta,Departamento,32000.0,ARS,45,2
966,2020_04_25,-34.5892414,-58.4226563,https://departamento.mercadolibre.com.ar/MLA-851467530-departamento-en-alquiler-temporal-en-palermo-_JM,Departamento En Alquiler Temporal En Palermo,Departamento,30000.0,ARS,54,2
967,2020_04_25,-34.5773066,-58.4364358,https://departamento.mercadolibre.com.ar/MLA-851467533-2-ambientes-arevalo-al-2100-_JM,2 Ambientes | Arevalo Al 2100,Departamento,1750.0,USD,80,2
979,2020_04_25,-34.6128961,-58.377075,https://departamento.mercadolibre.com.ar/MLA-851467635-2-ambientes-av-belgrano-al-700-_JM,2 Ambientes | Av. Belgrano Al 700,Departamento,1600.0,USD,90,2
982,2020_04_25,-34.6036844,-58.3815591,https://departamento.mercadolibre.com.ar/MLA-851467657-2-ambientes-costa-rica-al-4100-_JM,2 Ambientes | Costa Rica Al 4100,Departamento,1128.0,USD,42,2
989,2020_04_25,-34.595219,-58.4297245,https://departamento.mercadolibre.com.ar/MLA-851467740-2-ambientes-araoz-al-1000-_JM,2 Ambientes | Araoz Al 1000,Departamento,2400.0,USD,60,2
997,2020_04_25,-34.5968135,-58.4083677,https://departamento.mercadolibre.com.ar/MLA-851467945-2-ambientes-cabrera-al-2900-_JM,2 Ambientes | Cabrera Al 2900,Departamento,1440.0,USD,48,2
1002,2020_04_25,-34.6033052,-58.3635339,https://departamento.mercadolibre.com.ar/MLA-851468002-2-ambientes-juana-manso-al-500-_JM,2 Ambientes | Juana Manso Al 500,Departamento,2000.0,USD,65,2
1003,2020_04_25,-34.6162462,-58.3781172,https://departamento.mercadolibre.com.ar/MLA-851468036-departamento-en-alquiler-temporal-en-san-telmo-_JM,Departamento En Alquiler Temporal En San Telmo,Departamento,1700.0,USD,70,2
1004,2020_04_25,-34.6212426,-58.3771851,https://departamento.mercadolibre.com.ar/MLA-851468048-2-ambientes-piedras-al-1100-_JM,2 Ambientes | Piedras Al 1100,Departamento,1200.0,USD,40,2
1009,2020_04_25,-34.610762,-58.415748,https://departamento.mercadolibre.com.ar/MLA-851468164-departamento-en-alquiler-temporal-en-palermo-_JM,Departamento En Alquiler Temporal En Palermo,Departamento,18000.0,ARS,45,2
1011,2020_04_25,-34.5931456,-58.3799527,https://departamento.mercadolibre.com.ar/MLA-851468195-departamento-en-alquiler-temporal-en-retiro-_JM,Departamento En Alquiler Temporal En Retiro,Departamento,24000.0,ARS,60,2
1012,2020_04_25,-34.5979236,-58.372882,https://departamento.mercadolibre.com.ar/MLA-851468209-departamento-en-alquiler-temporal-en-retiro-_JM,Departamento En Alquiler Temporal En Retiro,Departamento,26000.0,ARS,45,2
1013,2020_04_25,-34.6271089,-58.3724121,https://departamento.mercadolibre.com.ar/MLA-851468227-excelente-loft-en-la-editorial-de-san-telmo-_JM,Excelente Loft En La Editorial De San Telmo,Departamento,40000.0,ARS,44,2
1018,2020_04_25,-34.5979932,-58.4042873,https://departamento.mercadolibre.com.ar/MLA-851468296-2-ambientes-av-cordoba-al-2600-_JM,2 Ambientes | Av. Cordoba Al 2600,Departamento,25500.0,ARS,55,2
1019,2020_04_25,-34.6084971,-58.4196144,https://departamento.mercadolibre.com.ar/MLA-851468300-impecable-dos-ambientes-en-almagro-_JM,Impecable Dos Ambientes En Almagro!,Departamento,28000.0,ARS,40,2
1021,2020_04_25,-34.5911199,-58.3893533,https://departamento.mercadolibre.com.ar/MLA-851468396-libre-2-ambientes-unico-en-recoleta--_JM,Libre - 2 Ambientes Único En Recoleta -,Departamento,38000.0,ARS,39,2
1023,2020_04_25,-34.61809,-58.359903,https://departamento.mercadolibre.com.ar/MLA-851468599-departamento-en-alquiler-temporal-en-puerto-madero-_JM,Departamento En Alquiler Temporal En Puerto Madero,Departamento,1850.0,USD,70,2
1025,2020_04_25,-34.5974036,-58.3798016,https://departamento.mercadolibre.com.ar/MLA-851468629-departamento-en-alquiler-temporal-en-retiro-_JM,Departamento En Alquiler Temporal En Retiro,Departamento,25000.0,ARS,35,2
1026,2020_04_25,-34.5784553,-58.4080484,https://departamento.mercadolibre.com.ar/MLA-851468637-imponente-departamento-en-palermo-chico-_JM,Imponente Departamento En Palermo Chico,Departamento,2500.0,USD,40,2
1028,2020_04_25,-34.5802207,-58.4416891,https://departamento.mercadolibre.com.ar/MLA-851468655-departamento-en-alquiler-temporal-en-palermo-hollywood-_JM,Departamento En Alquiler Temporal En Palermo Hollywood,Departamento,1000.0,USD,50,2
1029,2020_04_25,-34.5993602,-58.3892112,https://departamento.mercadolibre.com.ar/MLA-851468664-departamento-en-alquiler-temporal-en-recoleta-_JM,Departamento En Alquiler Temporal En Recoleta,Departamento,26000.0,ARS,37,2
1036,2020_04_25,-34.5774063,-58.4381365,https://departamento.mercadolibre.com.ar/MLA-851468779-dos-ambientes-refaccionado-listo-para-ingreso-_JM,"Dos Ambientes Refaccionado, Listo Para Ingreso!",Departamento,49000.0,ARS,50,2
1041,2020_04_25,-34.5658029,-58.4520726,https://departamento.mercadolibre.com.ar/MLA-851502435-alquiler-amoblado-duplex-de-2-ambientes-_JM,Alquiler Amoblado Duplex De 2 Ambientes,Departamento,48000.0,ARS,80,2
1042,2020_04_25,-34.5658029,-58.4520726,https://departamento.mercadolibre.com.ar/MLA-851502919-alquiler-amoblado-duplex-de-2-ambientes-_JM,Alquiler Amoblado Duplex De 2 Ambientes,Departamento,48000.0,ARS,80,2
1044,2020_04_25,-34.6305389,-58.41922,https://departamento.mercadolibre.com.ar/MLA-851503894-departamento-en-alquiler-a-estrenas-boedo-capital-federal-_JM,"Departamento En Alquiler A Estrenas, Boedo, Capital Federal.",Departamento,22000.0,ARS,48,2
1045,2020_04_25,-34.6305389,-58.41922,https://departamento.mercadolibre.com.ar/MLA-851503895-departamento-en-alquiler-a-estrenas-boedo-capital-federal-_JM,"Departamento En Alquiler A Estrenas, Boedo, Capital Federal.",Departamento,22000.0,ARS,48,2
