,fecha,latitud,longitud,url,titulo,tipo_propiedad,precio,moneda,m2,ambientes
10,2020_04_25,-34.6194567,-58.3689219,https://departamento.mercadolibre.com.ar/MLA-784428297-depto-en-el-corazon-de-san-telmo-y-puerto-madero-_JM,Depto En El Corazon De San Telmo Y Puerto Madero!!,Departamento,3000.0,ARS,35,2
12,2020_04_25,-34.6058596,-58.4229046,https://departamento.mercadolibre.com.ar/MLA-784835122-departamento-2-ambientes-hospital-italiano-impecable-_JM,Departamento 2 Ambientes Hospital Italiano - Impecable,Departamento,1500.0,ARS,40,2
13,2020_04_25,-34.5976439,-58.376824,https://departamento.mercadolibre.com.ar/MLA-785200518-departamento-alquiler-temporario-2-ambientes-bano-cocina-_JM,Departamento Alquiler Temporario 2 Ambientes Baño Cocina,Departamento,1900.0,ARS,40,2
23,2020_04_25,-34.6046132,-58.3752266,https://departamento.mercadolibre.com.ar/MLA-788674010-deptos-de-2-amb-33-a-42-m2-ubicacion-excelente-_JM,"Deptos De 2 Amb  33 A 42 M2, Ubicacion Excelente",Departamento,29000.0,ARS,40,2
24,2020_04_25,-34.557911,-58.462919,https://departamento.mercadolibre.com.ar/MLA-788733106-silencioso-200-mts-de-cabildo-2-ambbalcon-a-calle-arbolada-_JM,"Silencioso, 200 Mts De Cabildo 2 Amb.balcón A Calle Arbolada",Departamento,2000.0,ARS,42,2
25,2020_04_25,-34.5660631,-58.4521702,https://departamento.mercadolibre.com.ar/MLA-788835200-increible-vista-_JM,Increible Vista,Departamento,500.0,USD,48,2
33,2020_04_25,-34.6223349,-58.3864236,https://departamento.mercadolibre.com.ar/MLA-791461602-divino-departamento-dueno-directo--_JM,Divino Departamento - Dueño Directo !!,Departamento,38500.0,ARS,50,2
34,2020_04_25,-34.6097082,-58.3903334,https://departamento.mercadolibre.com.ar/MLA-792593689-alquiler-temporario-buenos-aires-a-2-cuadras-de-favaloro-_JM,Alquiler Temporario Buenos Aires A 2 Cuadras De Favaloro,Departamento,2000.0,ARS,30,2
37,2020_04_25,-34.5482144,-58.4570902,https://departamento.mercadolibre.com.ar/MLA-794488414-alquilerdto-2-amb-5-en-nunez-1-dorm-todos-los-amenities-_JM,Alquilerdto. 2 Amb. 5* En Nuñez. 1 Dorm. Todos Los Amenities,Departamento,60.0,USD,45,2
40,2020_04_25,-34.582398,-58.45193,https://departamento.mercadolibre.com.ar/MLA-795433875-departamento-temporario-por-diaminimo-3-nocheswificochera-_JM,"Departamento Temporario Por Dia,minimo 3 Noches,wifi,cochera",Departamento,48000.0,ARS,55,2
44,2020_04_25,-34.6059668,-34.6059668,https://departamento.mercadolibre.com.ar/MLA-797472322-alquiler-depto-temporal-4-p-hospital-italiano-almagro-_JM,Alquiler Depto Temporal  4 / P Hospital Italiano Almagro,Departamento,2133.0,ARS,85,2
45,2020_04_25,-34.5874424,-58.3957457,https://departamento.mercadolibre.com.ar/MLA-798477768-departamento-temporario-recoleta-wifi-cable-cochera-_JM,"Departamento Temporario Recoleta, Wifi, Cable, Cochera.",Departamento,2000.0,ARS,45,2
47,2020_04_25,-34.5969156,-58.4117927,https://departamento.mercadolibre.com.ar/MLA-798780022-departamentos-alquiler-temporario-2-amb-sin-garantia-_JM,Departamentos Alquiler Temporario 2 Amb Sin Garantia,Departamento,39900.0,ARS,70,2
49,2020_04_25,-34.6108294,-58.4198004,https://departamento.mercadolibre.com.ar/MLA-801415452-a-un-paso-barrio-de-tango-hosp-italiano-uocra-naval-guemes-_JM,A Un Paso Barrio De Tango Hosp Italiano-uocra-naval-guemes,Departamento,1700.0,ARS,47,2
55,2020_04_25,-34.6078478,-58.3765323,https://departamento.mercadolibre.com.ar/MLA-804701557-luz-y-moderno-a-mts-casa-gobiernomarzo-1600-x-dia-oferta-_JM,"Luz Y Moderno, A Mts Casa Gobierno.marzo 1600 X Dia Oferta!!",Departamento,1600.0,ARS,40,2
58,2020_04_25,-34.5900874,-58.4085237,https://departamento.mercadolibre.com.ar/MLA-805159147-palermo-alto-con-balcon-terraza-vista-increible-_JM,Palermo Alto Con Balcon Terraza Vista Increible,Departamento,620.0,USD,46,2
59,2020_04_25,-34.6066304,-58.4146073,https://departamento.mercadolibre.com.ar/MLA-805442441-departamento-alquiler-temporario-en-almagro-de-2-amb-_JM,Departamento Alquiler Temporario En Almagro De 2 Amb.,Departamento,1300.0,ARS,50,2
64,2020_04_25,-34.5677971,-58.4339766,https://departamento.mercadolibre.com.ar/MLA-806759470-turistico-dto-en-nas-canitas-_JM,Turistico Dto En Ñas Cañitas,Departamento,1500.0,ARS,70,2
69,2020_04_25,-34.5939305,-58.4153688,https://departamento.mercadolibre.com.ar/MLA-808557533-hermoso-departamento-en-palermo-sobre-2-avda-cerca-shopping-_JM,"Hermoso Departamento En Palermo Sobre 2 Avda, Cerca Shopping",Departamento,1700.0,ARS,35,2
73,2020_04_25,-34.5960495,-58.4004356,https://departamento.mercadolibre.com.ar/MLA-809113909-amplios-2-ambientes-luminosos-55-mts-santa-fe-solo-wapp-_JM,"Amplios 2 Ambientes Luminosos, 55 Mts .santa Fe. Solo Wapp",Departamento,1950.0,ARS,55,2
75,2020_04_25,-34.5983958,-58.3782293,https://departamento.mercadolibre.com.ar/MLA-810118494-alquiler-temporario-capital-4-perscochera-opcional-_JM,Alquiler Temporario Capital 4 Pers.cochera Opcional,Departamento,1600.0,ARS,31,2
77,2020_04_25,-34.5981034,-58.4428059,https://departamento.mercadolibre.com.ar/MLA-810799333-depto-de-2-ambientes-en-villa-crespo-frente-excelente-_JM,Depto De 2 Ambientes En Villa Crespo. Frente. Excelente.,Departamento,46000.0,ARS,40,2
80,2020_04_25,-34.6045386,-58.4243696,https://departamento.mercadolibre.com.ar/MLA-811701891-departamento-2-amb-temporario-zona-hospital-italiano-cochera-_JM,Departamento 2 Amb Temporario Zona Hospital Italiano Cochera,Departamento,1500.0,ARS,70,2
85,2020_04_25,-34.6051298,-58.4297756,https://departamento.mercadolibre.com.ar/MLA-812519710-departamento-alquiler-temporario-palermo-_JM,Departamento Alquiler Temporario Palermo,Departamento,1790.0,ARS,49,2
87,2020_04_25,-34.5556495,-58.4505649,https://departamento.mercadolibre.com.ar/MLA-812783067-avlibertador-y-olazabal-fleni-icba-fleming-alcla-_JM,Av.libertador Y Olazabal - Fleni Icba Fleming Alcla,Departamento,1488.0,ARS,75,2
89,2020_04_25,-34.6052293,-58.3860859,https://departamento.mercadolibre.com.ar/MLA-814558578-excelente-departamento-super-comodo-en-pleno-centro-_JM,"Excelente Departamento Súper Cómodo, En Pleno Centro",Departamento,1500.0,ARS,34,2
90,2020_04_25,-34.6172634,-58.3761927,https://departamento.mercadolibre.com.ar/MLA-815616248-alquiler-temporario-de-departamento-en-san-telmo-con-balcon-_JM,Alquiler Temporario De Departamento En San Telmo Con Balcón,Departamento,2500.0,ARS,42,2
92,2020_04_25,-34.5999595,-58.3754815,https://departamento.mercadolibre.com.ar/MLA-816121241-apartamento-de-categoria-en-buenos-aires-alquiler-temporario-_JM,Apartamento De Categoría En Buenos Aires Alquiler Temporario,Departamento,1450.0,ARS,41,2
93,2020_04_25,-34.5519922,-58.4534564,https://departamento.mercadolibre.com.ar/MLA-816260413-av-libertador-y-ugarte-fleni-ulme-sagrada-familia-eneri-_JM,Av. Libertador Y Ugarte Fleni Ulme Sagrada Familia Eneri,Departamento,1488.0,ARS,43,2
96,2020_04_25,-34.5868295,-58.4392672,https://departamento.mercadolibre.com.ar/MLA-817520532-loft-duplex-palermo-hollywood-amoblado-alquiler-temporario-_JM,Loft  Duplex  Palermo Hollywood Amoblado Alquiler Temporario,Departamento,50000.0,ARS,70,2
98,2020_04_25,-34.6124866,-58.4266047,https://departamento.mercadolibre.com.ar/MLA-818113509-alquiler-temporario-zona-hospital-italiano-_JM,"Alquiler Temporario , Zona Hospital Italiano",Departamento,2000.0,ARS,60,2
103,2020_04_25,-34.6444344,-58.470803,https://departamento.mercadolibre.com.ar/MLA-819146873-hostel-temporario-buenos-aires-capital-flores-_JM,"Hostel  Temporario  Buenos Aires , Capital , Flores",Departamento,1200.0,ARS,24,2
109,2020_04_25,-34.5917754,-58.3940998,https://departamento.mercadolibre.com.ar/MLA-821626725-departamento-alquiler-temporario-en-recoleta-2-huespedes-_JM,Departamento Alquiler Temporario En Recoleta 2 Huéspedes,Departamento,890.0,USD,39,2
112,2020_04_25,-34.591689,-58.4401264,https://departamento.mercadolibre.com.ar/MLA-821995794-comodo-dpto-estrategicamente-ubicado-_JM,Comodo Dpto Estrategicamente Ubicado,Departamento,1500.0,ARS,32,2
113,2020_04_25,-34.5784096,-58.4404107,https://departamento.mercadolibre.com.ar/MLA-822442446-palermo-hollywood-cramer-40-departamento-temporario-cochera-_JM,Palermo Hollywood Cramer 40 Departamento Temporario Cochera,Departamento,3000.0,ARS,65,2
114,2020_04_25,-34.578279,-58.449865,https://departamento.mercadolibre.com.ar/MLA-822442507-departamento-amoblado-temporario-de-catergoria-bs-as-_JM,Departamento Amoblado Temporario De Catergoria Bs As,Departamento,3000.0,ARS,55,2
115,2020_04_25,-34.598644,-58.372609,https://departamento.mercadolibre.com.ar/MLA-822970757-alquiler-departamento-temporario-retiro-microcentro-_JM,Alquiler Departamento Temporario Retiro-microcentro,Departamento,1350.0,ARS,30,2
116,2020_04_25,-34.6243077,-58.4342569,https://departamento.mercadolibre.com.ar/MLA-823551412-av-jose-maria-moreno-al-500-caballito-_JM,Av Jose Maria Moreno Al 500 - Caballito,Departamento,750.0,USD,50,2
119,2020_04_25,-34.6002292,-58.3783981,https://departamento.mercadolibre.com.ar/MLA-824746137-departamento-2-ambientes-19000-por-mes-_JM,Departamento 2 Ambientes. $19000 Por Mes,Departamento,19000.0,ARS,35,2
122,2020_04_25,-34.5958996,-58.3945072,https://departamento.mercadolibre.com.ar/MLA-825186532-departamento-alquiler-temporario-mensual-recoleta-ateneo-_JM,Departamento Alquiler Temporario Mensual Recoleta Ateneo,Departamento,1950.0,ARS,60,2
125,2020_04_25,-34.5738058,-58.4423589,https://departamento.mercadolibre.com.ar/MLA-826028332-departamento-con-2-patios-90-m2-parrilla-y-pileta-_JM,Departamento Con 2 Patios (90 M2) - Parrilla Y Pileta,Departamento,750.0,USD,90,2
128,2020_04_25,-34.6078478,-58.3765323,https://departamento.mercadolibre.com.ar/MLA-827206529-maipu-2-ambientesamobladotodo-incluidomicrocentro-_JM,Maipu 2 Ambientes.amoblado.todo Incluido.microcentro,Departamento,21000.0,ARS,30,2
129,2020_04_25,-34.5964661,-58.4015042,https://departamento.mercadolibre.com.ar/MLA-827207458-2-ambientes-luminosoamobladopaquete-recoleta-larrea-900-_JM,2 Ambientes Luminoso.amoblado.paquete! Recoleta. Larrea 900,Departamento,25990.0,ARS,45,2
137,2020_04_25,-34.5999595,-58.3754815,https://departamento.mercadolibre.com.ar/MLA-828291633-buenos-aires-alquiler-temporario-sobre-peatonal-florida-_JM,Buenos Aires - Alquiler Temporario Sobre Peatonal Florida,Departamento,1450.0,ARS,46,2
138,2020_04_25,-34.5863342,-58.395187,https://departamento.mercadolibre.com.ar/MLA-828471355-departamento-temporario-por-mes-wifi-recoleta-_JM,"Departamento Temporario Por Mes, Wifi, Recoleta",Departamento,44000.0,ARS,45,2
139,2020_04_25,-34.6033502,-58.3983971,https://departamento.mercadolibre.com.ar/MLA-828621325-excelente-2-ambientes-a-estrenar-zona-facultad-de-medicina-_JM,Excelente 2 Ambientes A Estrenar Zona Facultad De Medicina,Departamento,1500.0,ARS,48,2
142,2020_04_25,-34.6034638,-58.3767116,https://departamento.mercadolibre.com.ar/MLA-829536748-2-ambientes-en-el-centro-ideal-alquiler-temporario-_JM,2 Ambientes En El Centro Ideal Alquiler Temporario,Departamento,79000.0,USD,30,2
143,2020_04_25,-34.6139839,-58.3914848,https://departamento.mercadolibre.com.ar/MLA-829866915-pampa-spot-departamento-temporal-belgrano-fleni-icba-_JM,Pampa Spot - Departamento Temporal Belgrano Fleni Icba,Departamento,3600.0,ARS,40,2
146,2020_04_25,-34.5822984,-58.4518943,https://departamento.mercadolibre.com.ar/MLA-830392656-temporario-palermo-wifi-cable-cochera-smart-tv-pileta-_JM,"Temporario Palermo Wifi, Cable, Cochera, Smart Tv, Pileta",Departamento,35000.0,ARS,45,2
147,2020_04_25,-34.566057,-58.463276,https://departamento.mercadolibre.com.ar/MLA-830626591-2-amb-en-suite-cochera-amenities-todo-incluido-_JM,2 Amb. En Suite | Cochera | Amenities | Todo Incluido,Departamento,950.0,USD,55,2
150,2020_04_25,-34.5753283,-58.420624,https://departamento.mercadolibre.com.ar/MLA-831500105-apartamentos-temporarios-equipados-con-amenities-_JM,Apartamentos Temporarios Equipados Con Amenities,Departamento,3900.0,ARS,60,2
151,2020_04_25,-34.5891403,-58.399889,https://departamento.mercadolibre.com.ar/MLA-831718765-dodis-studio-loft-a-6-cuadras-del-cementerio-de-la-recoleta-_JM,"Dodis Studio Loft, A 6 Cuadras Del Cementerio De La Recoleta",Departamento,2200.0,ARS,38,2
154,2020_04_25,-34.600268,-58.495136,https://departamento.mercadolibre.com.ar/MLA-831855930-tinogasta-3150-villa-del-parque-_JM,Tinogasta 3150 - Villa Del Parque,Departamento,2200.0,ARS,38,2
160,2020_04_25,-34.6045562,-58.3928073,https://departamento.mercadolibre.com.ar/MLA-832771940-hermoso-2-ambientes-amueblado-y-equipado-p2-pers-centro-_JM,Hermoso 2 Ambientes - Amueblado Y Equipado P/2 Pers - Centro,Departamento,28000.0,ARS,38,2
163,2020_04_25,-34.6036785,-58.3787555,https://departamento.mercadolibre.com.ar/MLA-833352188-departamento-comodo-funcional-y-excelente-ubicacion-_JM,"Departamento Comodo,  Funcional Y Excelente Ubicacion",Departamento,1150.0,ARS,35,2
165,2020_04_25,-34.6046121,-58.396629,https://departamento.mercadolibre.com.ar/MLA-833776477-alquiler-temporal-departamento-zona-centro-muy-luminoso-_JM,Alquiler Temporal Departamento Zona Centro. Muy Luminoso.,Departamento,2000.0,ARS,50,2
166,2020_04_25,-34.6101486,-58.366209,https://departamento.mercadolibre.com.ar/MLA-834107735-alquilo-departamento-temporal-en-capital-puerto-madero-_JM,Alquilo Departamento Temporal En Capital - Puerto Madero,Departamento,56000.0,ARS,60,2
167,2020_04_25,-34.5608198,-58.4425009,https://departamento.mercadolibre.com.ar/MLA-834113731-luminoso-y-cuidado-2-amb-barrancas-de-belgrano-dueno-directo-_JM,Luminoso Y Cuidado 2 Amb Barrancas De Belgrano Dueño Directo,Departamento,1850.0,ARS,48,2
169,2020_04_25,-34.5980124,-58.4161032,https://departamento.mercadolibre.com.ar/MLA-834233329-apartamento-temporario-2-ambi-3-pers-universidad-palermo-luz-_JM,Apartamento Temporario 2 Ambi 3 Pers Universidad Palermo Luz,Departamento,2000.0,ARS,44,2
170,2020_04_25,-34.5895299,-58.4025324,https://departamento.mercadolibre.com.ar/MLA-834286986-alquiler-por-dia-de-depto-en-recoleta-para-2-3-o-4-personas-_JM,"Alquiler Por Día De Depto En Recoleta Para 2, 3 O 4 Personas",Departamento,2300.0,ARS,39,2
171,2020_04_25,-34.5570816,-58.4510288,https://departamento.mercadolibre.com.ar/MLA-834448080-av-libertador-y-mendoza-fleni-icba-eneri-fleming-ulme-_JM,Av. Libertador Y Mendoza Fleni Icba Eneri Fleming Ulme,Departamento,1488.0,ARS,40,2
172,2020_04_25,-34.5528279,-58.4528099,https://departamento.mercadolibre.com.ar/MLA-834449736-av-libertador-y-roosevelt-fleni-icba-eneri-ivi-alcla-_JM,Av. Libertador Y Roosevelt  Fleni Icba Eneri Ivi Alcla,Departamento,1488.0,ARS,72,2
174,2020_04_25,-34.5722792,-58.4332258,https://departamento.mercadolibre.com.ar/MLA-834647968-duplex-en-las-canitas-_JM,Duplex En Las Cañitas,Departamento,37000.0,ARS,60,2
175,2020_04_25,-34.5868045,-58.388625,https://departamento.mercadolibre.com.ar/MLA-834787880-departamento-temporario-recoleta-_JM,Departamento Temporario Recoleta,Departamento,1800.0,ARS,35,2
176,2020_04_25,-34.5974727,-58.4980184,https://departamento.mercadolibre.com.ar/MLA-834883576-villa-del-parque-2-amb-alquiler-temporario-exc-ubicacion-_JM,Villa Del Parque 2 Amb Alquiler Temporario Exc Ubicacion,Departamento,2200.0,ARS,35,2
179,2020_04_25,-34.5913654,-58.3945796,https://departamento.mercadolibre.com.ar/MLA-835255494-departamento-de-2-ambientes-en-recoleta-_JM,Departamento De 2 Ambientes En Recoleta,Departamento,18500.0,ARS,36,2
180,2020_04_25,-34.6121595,-58.3704395,https://departamento.mercadolibre.com.ar/MLA-835257508-departamento-san-telmo-excelente-ubicacion-alquiler-temporal-_JM,Departamento San Telmo Excelente Ubicacion Alquiler Temporal,Departamento,1750.0,ARS,35,2
182,2020_04_25,-34.5565449,-58.4496014,https://departamento.mercadolibre.com.ar/MLA-835568735-like-home-departamento-2amb4-pers-belgrano-barrio-chino-_JM,Like Home Departamento 2amb/4 Pers Belgrano (barrio Chino),Departamento,1900.0,ARS,45,2
185,2020_04_25,-34.5773451,-58.4241803,https://departamento.mercadolibre.com.ar/MLA-835623805-dept-amueblado-2-amb-en-la-mejor-zona-de-palermo-_JM,Dept Amueblado 2 Amb En La Mejor Zona De Palermo,Departamento,550.0,USD,38,2
188,2020_04_25,-34.5977045,-58.377583,https://departamento.mercadolibre.com.ar/MLA-836058391-departamento-microcentro-temporal-por-dia-todo-equipado-_JM,Departamento Microcentro. Temporal Por Dia Todo Equipado,Departamento,1950.0,ARS,40,2
194,2020_04_25,-34.6088258,-58.4004654,https://departamento.mercadolibre.com.ar/MLA-836960351-hermoso-departamento-de-dos-ambientes-ideal-estudiantes-_JM,Hermoso Departamento De Dos Ambientes Ideal Estudiantes!!,Departamento,25500.0,ARS,40,2
196,2020_04_25,-34.593344,-58.412379,https://departamento.mercadolibre.com.ar/MLA-837108181-palermo-alquiler-temporario-2-ambientes-amoblado-_JM,Palermo Alquiler Temporario - 2 Ambientes Amoblado,Departamento,38500.0,ARS,40,2
197,2020_04_25,-34.5675923,-58.4303333,https://departamento.mercadolibre.com.ar/MLA-837109615-alq-depto-canitas-tot-equip-temporario-_JM,"Alq Depto Cañitas Tot, Equip Temporario",Departamento,1400.0,USD,55,2
199,2020_04_25,-34.6057821,-58.4255256,https://departamento.mercadolibre.com.ar/MLA-837153863-alquiler-temporario-frente-al-hospital-italiano-_JM,Alquiler Temporario Frente Al Hospital Italiano,Departamento,2100.0,ARS,46,2
200,2020_04_25,-34.5592467,-58.4445844,https://departamento.mercadolibre.com.ar/MLA-837178579-dpto-2-amb-97-mts-dueno-_JM,Dpto 2 Amb 97 Mts Dueño,Departamento,1900.0,USD,97,2
201,2020_04_25,-34.5788545,-58.413613,https://departamento.mercadolibre.com.ar/MLA-837279824-2-amb-palermo-chico-con-muebles-_JM,"2 Amb, Palermo Chico - Con Muebles",Departamento,34000.0,ARS,56,2
203,2020_04_25,-34.5788458,-58.4385378,https://departamento.mercadolibre.com.ar/MLA-837322603-departamento-alquiler-temporal-palermo-hollywood-304-_JM,Departamento Alquiler Temporal Palermo Hollywood 304,Departamento,1420.0,ARS,50,2
206,2020_04_25,-34.568385,-58.430898,https://departamento.mercadolibre.com.ar/MLA-837627514-2-ambientes-amoblados-en-canitas-dueno-directo-_JM,2 Ambientes  Amoblados En Cañitas Dueño Directo,Departamento,24000.0,ARS,40,2
207,2020_04_25,-34.6397104,-58.5050017,https://departamento.mercadolibre.com.ar/MLA-837631467-2-ambientes-excelente-ubicacion-primer-piso-por-escalera-_JM,2 Ambientes Excelente Ubicación Primer Piso Por Escalera,Departamento,13500.0,ARS,35,2
209,2020_04_25,-34.5686205,-58.436977,https://departamento.mercadolibre.com.ar/MLA-837715826-hermoso-departamento-en-las-canitas-super-luminoso-_JM,"Hermoso Departamento En Las Cañitas, Super Luminoso.",Departamento,2500.0,ARS,50,2
210,2020_04_25,-34.5893449,-58.4082576,https://departamento.mercadolibre.com.ar/MLA-837725309-departamento-en-alquiler-temporario-recoleta-_JM,Departamento En Alquiler Temporario Recoleta,Departamento,2600.0,ARS,36,2
212,2020_04_25,-34.6343516,-58.4679996,https://departamento.mercadolibre.com.ar/MLA-837901655-alquila-dueno-2-ambientes-san-pedrito-300-_JM,Alquila Dueño 2 Ambientes  San Pedrito 300,Departamento,14000.0,ARS,42,2
217,2020_04_25,-34.6156546,-58.4027737,https://departamento.mercadolibre.com.ar/MLA-838305800-hab-compartida-en-departamento-todo-equipado-y-muy-luminoso-_JM,"Hab, Compartida En Departamento Todo Equipado Y Muy Luminoso",Departamento,300.0,ARS,45,2
219,2020_04_25,-34.6098208,-58.3926061,https://departamento.mercadolibre.com.ar/MLA-838375385-departamento-en-alquiler-temporario-cbte-de-pozos-300-_JM,Departamento En Alquiler Temporario  - Cbte De Pozos 300,Departamento,1200.0,ARS,37,2
220,2020_04_25,-34.576811,-58.4310376,https://departamento.mercadolibre.com.ar/MLA-838406513-alquiler-de-apto-monoambiente-para-4-personas-_JM,"Alquiler De Apto Monoambiente, Para 4 Personas",Departamento,3500.0,ARS,37,2
224,2020_04_25,-34.5822949,-58.451823,https://departamento.mercadolibre.com.ar/MLA-838672212-temporario-x-diaminimo-3nochesseg-24hswificochera-_JM,"Temporario X Dia,minimo 3noches,seg. 24hs,wifi,cochera",Departamento,50000.0,ARS,60,2
225,2020_04_25,-34.5832307,-58.4444633,https://departamento.mercadolibre.com.ar/MLA-838836200-departamento-alquiler-2-ambientes-colegiales-_JM,Departamento- Alquiler- 2 Ambientes- Colegiales,Departamento,600.0,USD,45,2
226,2020_04_25,-34.6288714,-58.4480476,https://departamento.mercadolibre.com.ar/MLA-838875120-depto-2-amb-ccoch-y-amenities-en-caballito-_JM,Depto. 2 Amb. C/coch Y Amenities En Caballito,Departamento,22000.0,ARS,46,2
233,2020_04_25,-34.5832307,-58.4444633,https://departamento.mercadolibre.com.ar/MLA-839610798-departamento-alquiler-2-ambientes-palermo-_JM,Departamento- Alquiler- 2 Ambientes- Palermo,Departamento,600.0,USD,45,2
234,2020_04_25,-34.5567515,-58.4631288,https://departamento.mercadolibre.com.ar/MLA-839676511-dpto-2-amb-a-estr-con-cochera-bcon-50mts-7-piso-_JM,Dpto 2 Amb A Estr Con Cochera  Bcon  50mts 7º Piso,Departamento,34000.0,ARS,52,2
235,2020_04_25,-34.6308586,-58.4063386,https://departamento.mercadolibre.com.ar/MLA-839761412-departamento-parque-patricios-_JM,Departamento - Parque Patricios,Departamento,21000.0,ARS,67,2
236,2020_04_25,-34.6103327,-58.4088622,https://departamento.mercadolibre.com.ar/MLA-839761413-departamento-parque-patricios-_JM,Departamento - Parque Patricios,Departamento,21000.0,ARS,56,2
243,2020_04_25,-34.5550372,-58.4693197,https://departamento.mercadolibre.com.ar/MLA-840196744-duplex-loft-con-parrillaprecio-x-dia-1-2-per-consultar-_JM,Duplex Loft Con Parrilla/precio X Dia 1 / 2 Per.+  Consultar,Departamento,2920.0,ARS,90,2
245,2020_04_25,-34.5895185,-58.4158288,https://departamento.mercadolibre.com.ar/MLA-840544676-hermoso-departamento-en-zona-plaza-guadalupe-_JM,Hermoso Departamento En Zona Plaza Guadalupe,Departamento,2000.0,ARS,42,2
249,2020_04_25,-34.557911,-58.462919,https://departamento.mercadolibre.com.ar/MLA-840814187-para-exigentes-alquiler-temporario-de-semipiso-en-belgrano-_JM,Para Exigentes Alquiler Temporario De Semipiso En Belgrano,Departamento,2000.0,ARS,50,2
254,2020_04_25,-34.6308586,-58.4063386,https://departamento.mercadolibre.com.ar/MLA-841028542-departamento-parque-patricios-_JM,Departamento - Parque Patricios,Departamento,24500.0,ARS,0,2
255,2020_04_25,-34.6185057,-58.3958717,https://departamento.mercadolibre.com.ar/MLA-841057961-alquiler-de-departamento-de-2-ambientes-al-frente-_JM,Alquiler De Departamento De 2 Ambientes Al Frente,Departamento,17000.0,ARS,47,2
256,2020_04_25,-34.6163692,-58.378173,https://departamento.mercadolibre.com.ar/MLA-841066701-2-amb-silencioso-4p-cargos-incluso-150m-metrobus-9-julio-_JM,"2 Amb Silencioso, 4p, Cargos Incluso, 150m  Metrobus 9 Julio",Departamento,550.0,USD,70,2
259,2020_04_25,-34.5636949,-58.4581944,https://departamento.mercadolibre.com.ar/MLA-841098040-depto-2-ambientes-hiper-luminoso-toda-la-vista-panoramica-_JM,Depto 2 Ambientes Hiper Luminoso Toda La Vista Panorámica.,Departamento,20000.0,ARS,40,2
260,2020_04_25,-34.6296815,-58.4876472,https://departamento.mercadolibre.com.ar/MLA-841119597-dto-2-ambientes-con-balcon-al-frente-todo-sol-y-aire-_JM,Dto 2 Ambientes Con Balcon Al Frente Todo Sol Y Aire,Departamento,35000.0,ARS,49,2
261,2020_04_25,-34.6060474,-58.4278131,https://departamento.mercadolibre.com.ar/MLA-841205752-jd-peron-4310-frente-al-hospital-italiano-sin-comision-_JM,J.d. Peron 4310 Frente Al Hospital Italiano Sin Comision¡,Departamento,1500.0,ARS,42,2
263,2020_04_25,-34.6176089,-58.4763185,https://departamento.mercadolibre.com.ar/MLA-841243027-dos-ambientes-en-alquiler-avenida-nazca-1359-_JM,Dos Ambientes En Alquiler Avenida Nazca 1359,Departamento,25000.0,ARS,46,2
264,2020_04_25,-34.6306229,-58.4908853,https://departamento.mercadolibre.com.ar/MLA-841300938-dto-de-2-ambientes-cbalcon-y-cochera-pileta-y-sum-_JM,Dto De 2 Ambientes C/balcon Y Cochera. Pileta Y Sum,Departamento,40000.0,ARS,48,2
267,2020_04_25,-34.5770616,-58.4025695,https://departamento.mercadolibre.com.ar/MLA-841386782-palacio-alcorta-unidad-con-vista-a-piscina-con-cochera-_JM,Palacio Alcorta- Unidad Con Vista A Piscina Con Cochera,Departamento,1800.0,USD,110,2
269,2020_04_25,-34.6350403,-58.4983826,https://departamento.mercadolibre.com.ar/MLA-841405760-ph-2-ambientes-con-terraza-liniers-alquiler-_JM,Ph 2 Ambientes Con Terraza Liniers Alquiler,Departamento,28000.0,ARS,115,2
273,2020_04_25,-34.5863439,-58.4400986,https://departamento.mercadolibre.com.ar/MLA-841471509-loft-en-duplex-amoblado-para-renta-palermo-hollywood-dueno-_JM,Loft  En Duplex Amoblado Para Renta Palermo Hollywood  Dueño,Departamento,298000.0,USD,70,2
275,2020_04_25,-34.6071035,-58.4047443,https://departamento.mercadolibre.com.ar/MLA-841540117-2-ambientes-dueno-directo-castelli-236-_JM,"2 Ambientes, Dueño Directo Castelli 236",Departamento,17500.0,ARS,48,2
276,2020_04_25,-34.5457196,-58.469887,https://departamento.mercadolibre.com.ar/MLA-841540340-alquiler-departamento-2-ambientes-suite-amenities-cochera-nunez-_JM,Alquiler  Departamento 2 Ambientes. Suite. Amenities. Cochera. Núñez,Departamento,1000.0,USD,55,2
278,2020_04_25,-34.5788851,-58.442063,https://departamento.mercadolibre.com.ar/MLA-841623760-duplex-full-amenities-seguridad-24-hs-en-silos-de-dorrego-ii-_JM,Duplex Full Amenities Seguridad 24 Hs En Silos De Dorrego Ii,Departamento,45000.0,ARS,80,2
280,2020_04_25,-34.5949371,-58.4085147,https://departamento.mercadolibre.com.ar/MLA-841647424-departamento-de-dos-ambientes-en-barrio-norte-_JM,Departamento De Dos Ambientes En Barrio Norte,Departamento,19000.0,ARS,48,2
286,2020_04_25,-34.6024845,-58.3773438,https://departamento.mercadolibre.com.ar/MLA-841856562-sin-garantia-prop-depto-2-ambientes-ideal-extranjeros-_JM,Sin Garantía Prop. Depto 2 Ambientes   Ideal Extranjeros,Departamento,13500.0,ARS,30,2
