,fecha,latitud,longitud,url,titulo,tipo_propiedad,precio,moneda,m2,ambientes
856,2020_04_25,-34.5827017,-58.4086301,https://departamento.mercadolibre.com.ar/MLA-851466015-3-ambientes-av-las-heras-al-3400-_JM,3 Ambientes | Av Las Heras Al 3400,Departamento,1800.0,USD,65,3
858,2020_04_25,-34.6200229,-58.364968,https://departamento.mercadolibre.com.ar/MLA-851466049-3-ambientes-alicia-moreau-de-justo-al-1800-_JM,3 Ambientes | Alicia Moreau De Justo Al 1800,Departamento,3000.0,USD,115,3
861,2020_04_25,-34.5718209,-58.4317491,https://departamento.mercadolibre.com.ar/MLA-851466110-3-ambientes-baez-al-300-_JM,3 Ambientes | Baez Al 300,Departamento,1800.0,USD,80,3
864,2020_04_25,-34.5892004,-58.4092014,https://departamento.mercadolibre.com.ar/MLA-851466154-3-ambientes-billinghurst-al-1800-_JM,3 Ambientes | Billinghurst Al 1800,Departamento,4000.0,USD,100,3
865,2020_04_25,-34.5928118,-58.3851861,https://departamento.mercadolibre.com.ar/MLA-851466174-3-ambientes-juncal-al-1200-_JM,3 Ambientes | Juncal Al 1200,Departamento,1500.0,USD,82,3
867,2020_04_25,-34.5888912,-58.3829914,https://departamento.mercadolibre.com.ar/MLA-851466208-3-ambientes-libertad-al-1600-_JM,3 Ambientes | Libertad Al 1600,Departamento,1800.0,USD,75,3
869,2020_04_25,-34.5980228,-58.3850242,https://departamento.mercadolibre.com.ar/MLA-851466216-departamento-en-alquiler-temporal-en-recoleta-_JM,Departamento En Alquiler Temporal En Recoleta,Departamento,1300.0,USD,60,3
873,2020_04_25,-34.5933943,-58.4153054,https://departamento.mercadolibre.com.ar/MLA-851466249-departamento-en-alquiler-temporal-en-palermo-_JM,Departamento En Alquiler Temporal En Palermo,Departamento,2500.0,USD,80,3
875,2020_04_25,-34.5908057,-58.3964089,https://departamento.mercadolibre.com.ar/MLA-851466295-3-ambientes-presidente-jose-uriburu-al-1500-_JM,3 Ambientes | Presidente Jose Uriburu Al 1500,Departamento,1500.0,USD,74,3
879,2020_04_25,-34.5834337,-58.4052674,https://departamento.mercadolibre.com.ar/MLA-851466387-departamento-en-alquiler-temporal-en-palermo-_JM,Departamento En Alquiler Temporal En Palermo,Departamento,1900.0,USD,65,3
881,2020_04_25,-34.5969371,-58.4083784,https://departamento.mercadolibre.com.ar/MLA-851466407-3-ambientes-cabrera-al-2900-_JM,3 Ambientes | Cabrera Al 2900,Departamento,1800.0,USD,64,3
888,2020_04_25,-34.5822641,-58.4098196,https://departamento.mercadolibre.com.ar/MLA-851466509-3-ambientes-av-las-heras-al-3500-_JM,3 Ambientes | Av. Las Heras Al 3500,Departamento,2000.0,USD,71,3
889,2020_04_25,-34.5974108,-58.4878856,https://departamento.mercadolibre.com.ar/MLA-851466523-departamento-villa-del-parque-_JM,Departamento - Villa Del Parque,Departamento,19000.0,ARS,52,3
892,2020_04_25,-34.6100394,-58.3615888,https://departamento.mercadolibre.com.ar/MLA-851466637-3-ambientes-marta-lynch-al-400-_JM,3 Ambientes | Marta Lynch Al 400,Departamento,5000.0,USD,160,3
895,2020_04_25,-34.5910709,-58.3931936,https://departamento.mercadolibre.com.ar/MLA-851466672-3-ambientes-ayacucho-al-1500-_JM,3 Ambientes | Ayacucho Al 1500,Departamento,1400.0,USD,65,3
898,2020_04_25,-34.5994853,-58.3645525,https://departamento.mercadolibre.com.ar/MLA-851466682-3-ambientes-olga-cossettini-al-100-_JM,3 Ambientes | Olga Cossettini Al 100,Departamento,4115.0,USD,150,3
899,2020_04_25,-34.5741126,-58.4215111,https://departamento.mercadolibre.com.ar/MLA-851466690-3-ambientes-godoy-cruz-al-3100-_JM,3 Ambientes | Godoy Cruz Al 3100,Departamento,1000.0,USD,80,3
903,2020_04_25,-34.6169243,-58.3611166,https://departamento.mercadolibre.com.ar/MLA-851466713-3-ambientes-aime-paine-al-1600-_JM,3 Ambientes | Aime Paine Al 1600,Departamento,2500.0,USD,92,3
905,2020_04_25,-34.6131533,-58.3624565,https://departamento.mercadolibre.com.ar/MLA-851466744-3-ambientes-juana-manso-al-1300-_JM,3 Ambientes | Juana Manso Al 1300,Departamento,2000.0,USD,100,3
906,2020_04_25,-34.593921,-58.393297,https://departamento.mercadolibre.com.ar/MLA-851466777-3-ambientes-av-callao-al-1200-_JM,3 Ambientes | Av Callao Al 1200,Departamento,1450.0,USD,70,3
907,2020_04_25,-34.5923593,-58.3767725,https://departamento.mercadolibre.com.ar/MLA-851466781-3-ambientes-basavilbaso-al-1300-_JM,3 Ambientes | Basavilbaso Al 1300,Departamento,1050.0,USD,80,3
908,2020_04_25,-34.589022,-58.4124525,https://departamento.mercadolibre.com.ar/MLA-851466785-3-ambientes-bulnes-al-1900-_JM,3 Ambientes | Bulnes Al 1900,Departamento,1920.0,USD,70,3
909,2020_04_25,-34.5787233,-58.4122256,https://departamento.mercadolibre.com.ar/MLA-851466798-disponible-3-ambientes-en-palermo--_JM,Disponible 3 Ambientes En Palermo !,Departamento,78000.0,ARS,80,3
910,2020_04_25,-34.5740866,-58.4332023,https://departamento.mercadolibre.com.ar/MLA-851466801-3-ambientes-catalina-marchi-al-200-_JM,3 Ambientes | Catalina Marchi Al 200,Departamento,1200.0,USD,75,3
911,2020_04_25,-34.5782052,-58.4353416,https://departamento.mercadolibre.com.ar/MLA-851466808-3-ambientes-ravignani-al-2100-_JM,3 Ambientes | Ravignani Al 2100,Departamento,1000.0,USD,85,3
920,2020_04_25,-34.599627,-58.3718452,https://departamento.mercadolibre.com.ar/MLA-851466899-3-ambientes-viamonte-al-300-_JM,3 Ambientes | Viamonte Al 300,Departamento,2000.0,USD,70,3
921,2020_04_25,-34.5848056,-58.4428679,https://departamento.mercadolibre.com.ar/MLA-851466908-3-ambientes-ravignani-al-1300-_JM,3 Ambientes | Ravignani Al 1300,Departamento,1500.0,USD,60,3
923,2020_04_25,-34.5896519,-58.3952369,https://departamento.mercadolibre.com.ar/MLA-851466938-3-ambientes-uriburu-al-1600-_JM,3 Ambientes | Uriburu Al 1600,Departamento,1700.0,USD,85,3
925,2020_04_25,-34.59246,-58.39729,https://departamento.mercadolibre.com.ar/MLA-851466960-3-ambientes-uriburu-al-1300-_JM,3 Ambientes | Uriburu Al 1300,Departamento,1500.0,USD,104,3
930,2020_04_25,-34.5910252,-58.4146667,https://departamento.mercadolibre.com.ar/MLA-851467058-departamento-en-alquiler-temporal-en-palermo-_JM,Departamento En Alquiler Temporal En Palermo,Departamento,1700.0,USD,70,3
931,2020_04_25,-34.5866522,-58.4230929,https://departamento.mercadolibre.com.ar/MLA-851467060-departamento-en-alquiler-temporal-en-palermo-soho-_JM,Departamento En Alquiler Temporal En Palermo Soho,Departamento,2000.0,USD,50,3
936,2020_04_25,-34.5972652,-58.413105,https://departamento.mercadolibre.com.ar/MLA-851467132-departamento-en-alquiler-temporal-en-palermo-_JM,Departamento En Alquiler Temporal En Palermo,Departamento,3810.0,USD,100,3
937,2020_04_25,-34.5944135,-58.397356,https://departamento.mercadolibre.com.ar/MLA-851467152-3-ambientes-arenales-al-2100-_JM,3 Ambientes | Arenales Al 2100,Departamento,2000.0,USD,100,3
939,2020_04_25,-34.6149768,-58.3626479,https://departamento.mercadolibre.com.ar/MLA-851467161-3-ambientes-eyle-al-300-_JM,3 Ambientes | Eyle Al 300,Departamento,6000.0,USD,130,3
940,2020_04_25,-34.5552764,-58.4595975,https://departamento.mercadolibre.com.ar/MLA-851467164-3-ambientes-ugarte-al-2200-_JM,3 Ambientes | Ugarte Al 2200,Departamento,45000.0,ARS,100,3
948,2020_04_25,-34.6147062,-58.4319026,https://departamento.mercadolibre.com.ar/MLA-851467310-departamento-en-alquiler-temporal-en-caballito-_JM,Departamento En Alquiler Temporal En Caballito,Departamento,32000.0,ARS,70,3
950,2020_04_25,-34.5866112,-58.4034919,https://departamento.mercadolibre.com.ar/MLA-851467377-departamento-en-alquiler-temporal-en-recoleta-_JM,Departamento En Alquiler Temporal En Recoleta,Departamento,32000.0,ARS,55,3
951,2020_04_25,-34.5994853,-58.3645525,https://departamento.mercadolibre.com.ar/MLA-851467384-departamento-en-alquiler-temporal-en-puerto-madero-_JM,Departamento En Alquiler Temporal En Puerto Madero,Departamento,4500.0,USD,154,3
953,2020_04_25,-34.6079883,-58.4142809,https://departamento.mercadolibre.com.ar/MLA-851467416-departamento-en-alquiler-temporal-en-abasto-_JM,Departamento En Alquiler Temporal En Abasto,Departamento,35000.0,ARS,63,3
956,2020_04_25,-34.5943528,-58.3980975,https://departamento.mercadolibre.com.ar/MLA-851467431-excelente-3-ambientes-2-banos-en-recoleta-_JM,Excelente 3 Ambientes 2 Baños En Recoleta,Departamento,1500.0,USD,76,3
958,2020_04_25,-34.587221,-58.4229793,https://departamento.mercadolibre.com.ar/MLA-851467443-departamento-en-alquiler-temporal-en-palermo-_JM,Departamento En Alquiler Temporal En Palermo,Departamento,1700.0,USD,100,3
969,2020_04_25,-34.5811654,-58.412298,https://departamento.mercadolibre.com.ar/MLA-851467551-3-ambientes-ugarteche-al-3000-_JM,3 Ambientes | Ugarteche Al 3000,Departamento,45000.0,ARS,65,3
970,2020_04_25,-34.5913915,-58.3896211,https://departamento.mercadolibre.com.ar/MLA-851467560-3-ambientes-rodriguez-pena-al-1600-_JM,3 Ambientes | Rodriguez Peña Al 1600,Departamento,1600.0,USD,82,3
972,2020_04_25,-34.5576557,-58.453611,https://departamento.mercadolibre.com.ar/MLA-851467573-3-ambientes-3-de-febrero-al-2200-_JM,3 Ambientes | 3 De Febrero Al 2200,Departamento,1600.0,USD,80,3
974,2020_04_25,-34.5880437,-58.3862302,https://departamento.mercadolibre.com.ar/MLA-851467584-tres-ambientes-en-lo-mejor-de-recoleta-_JM,Tres Ambientes En Lo Mejor De Recoleta,Departamento,65000.0,ARS,80,3
976,2020_04_25,-34.5917096,-58.428355,https://departamento.mercadolibre.com.ar/MLA-851467595-disponible-ya-triplex-diciembre-2019-_JM,Disponible Ya! Triplex !!!! Diciembre 2019!,Departamento,49000.0,ARS,100,3
977,2020_04_25,-34.5956088,-58.3954144,https://departamento.mercadolibre.com.ar/MLA-851467600-3-ambientes-santa-fe-al-1900-_JM,3 Ambientes | Santa Fe Al 1900,Departamento,1849.0,USD,60,3
983,2020_04_25,-34.5902731,-58.388371,https://departamento.mercadolibre.com.ar/MLA-851467659-3-ambientes-rodriguez-pena-al-1700-_JM,3 Ambientes | Rodriguez Peña Al 1700,Departamento,1800.0,USD,80,3
985,2020_04_25,-34.5777282,-58.4102454,https://departamento.mercadolibre.com.ar/MLA-851467707-amplio-2-ambientes-rodeado-de-espacios-verdes-_JM,Amplio 2 Ambientes Rodeado De Espacios Verdes,Departamento,28000.0,ARS,51,3
986,2020_04_25,-34.5966476,-58.4314352,https://departamento.mercadolibre.com.ar/MLA-851467727-3-ambientes-jufre-al-200-_JM,3 Ambientes | Jufre Al 200,Departamento,2300.0,USD,90,3
992,2020_04_25,-34.5829114,-58.4331664,https://departamento.mercadolibre.com.ar/MLA-851467822-3-ambientes-humboldt-al-1900-_JM,3 Ambientes | Humboldt Al 1900,Departamento,1800.0,USD,74,3
994,2020_04_25,-34.5874321,-58.4001556,https://departamento.mercadolibre.com.ar/MLA-851467878-departamento-en-alquiler-temporal-en-recoleta-_JM,Departamento En Alquiler Temporal En Recoleta,Departamento,1600.0,USD,100,3
996,2020_04_25,-34.5968135,-58.4083677,https://departamento.mercadolibre.com.ar/MLA-851467934-3-ambientes-cabrera-al-2900-_JM,3 Ambientes | Cabrera Al 2900,Departamento,1650.0,USD,74,3
1006,2020_04_25,-34.5777143,-58.4103775,https://departamento.mercadolibre.com.ar/MLA-851468123-departamento-en-alquiler-temporal-en-palermo-_JM,Departamento En Alquiler Temporal En Palermo,Departamento,30000.0,ARS,67,3
1015,2020_04_25,-34.5639332,-58.443251,https://departamento.mercadolibre.com.ar/MLA-851468260-3-ambientes-zabala-al-1700-_JM,3 Ambientes | Zabala Al 1700,Departamento,1300.0,USD,50,3
1020,2020_04_25,-34.5884831,-58.3876912,https://departamento.mercadolibre.com.ar/MLA-851468378-reciclado-tres-ambientes-en-alvear-y-callao-_JM,Reciclado -  Tres Ambientes En Alvear Y Callao.,Departamento,2000.0,USD,139,3
1022,2020_04_25,-34.5895912,-58.406138,https://departamento.mercadolibre.com.ar/MLA-851468559-departamento-en-alquiler-temporal-en-recoleta-_JM,Departamento En Alquiler Temporal En Recoleta,Departamento,3000.0,USD,70,3
1030,2020_04_25,-34.5867359,-58.4119147,https://departamento.mercadolibre.com.ar/MLA-851468684-economico-3-ambientes-en-alto-palermo-_JM,Económico 3 Ambientes En Alto Palermo,Departamento,33000.0,ARS,50,3
1031,2020_04_25,-34.6020068,-58.4269695,https://departamento.mercadolibre.com.ar/MLA-851468699-tres-ambientes-impecable-_JM,Tres Ambientes Impecable!,Departamento,35000.0,ARS,55,3
1033,2020_04_25,-34.5878836,-58.3887705,https://departamento.mercadolibre.com.ar/MLA-851468736-3-ambientes-divino-en-recoleta-_JM,3 Ambientes Divino En Recoleta!,Departamento,1500.0,USD,110,3
1039,2020_04_25,-34.5887663,-58.3873289,https://departamento.mercadolibre.com.ar/MLA-851469595-imponente-tres-ambientes-en-alvear-y-callao-_JM,Imponente Tres Ambientes En Alvear Y Callao.,Departamento,2000.0,USD,139,3
1043,2020_04_25,-34.6566819,-58.4773569,https://departamento.mercadolibre.com.ar/MLA-851503826-dno-alq-3-amb-al-fte-con-balcon-sin-expen-con-o-sin-garantia-_JM,Dño Alq 3 Amb Al Fte Con Balcon Sin Expen Con O Sin Garantia,Departamento,21000.0,ARS,60,3
1046,2020_04_25,-34.5780655,-58.4265317,https://departamento.mercadolibre.com.ar/MLA-851506195-loft-pent-house-palermo-hollywood-con-muy-buena-renta-dueno-_JM,Loft Pent House Palermo Hollywood  Con Muy Buena Renta Dueño,Departamento,398000.0,USD,98,3
